"ID","state","state_abbr","reg_rule_abbr","reg_indicator","reg_x","n_id","n_rule","n_type","n_state","reg_type","reg_type_label","reg_rule","reg_rule_label","reg_action","reg_action_label","reg_body","reg_body_label","code_univ_cite","code_state","code_label","code_annotated","code_division","code_section","code_section1","code_section2","code_text","notes","code_year_enacted","code_change_year","code_change_type","section_original","v0","v1","section_code_re","section1","first_element","IDx","idn","id1","id2","id3","id4","type_body_combined","ALLSECTXT"
"AL-FNDRAZE-DDONOR-NS-001","Alabama","AL","SD","Yes",1,1,1,7,42,"FNDRAZE","Oversight of professional fundraisers","DDONOR","Does the state require specified disclosures to donors?","REQMNT","requirement","NS","Not Specific","AL Code § 13A-9-71",,"Code","no",,"{SS}: 13A-9-71","{SS}: 13A-9-71","",,"""Every individual in the process of soliciting funds shall identify himself or herself. If the individual is being paid for soliciting, he or she shall so inform the solicitee of his or her being so paid. This information shall be disclosed to the solicitee in a clear manner before attempting any solicitations."" § 13A-9-71 (p)",,,,,,,,,,"AL-FNDRAZE-DDONOR-NS",1,"45","43","id-al-045","id-43","Does the state require specified disclosures to donors?","{SS}: 13A-9-71"
"AL-FNDRAZE-CNTRCT-NS-001","Alabama","AL","FF","Yes",1,1,1,7,42,"FNDRAZE","Oversight of professional fundraisers","CNTRCT","Does the state require a copy of any contract between a charitable organization and a commercial fundraiser or fundraising counsel be filed with the regulator?","REQMNT","requirement","NS","Not Specific","AL Code § 13A-9-71",,"Code","no",,"{SS}: 13A-9-71","{SS}: 13A-9-71","",,"""All contracts entered into between professional fund raisers or commercial co-venturers and charitable organizations shall be in writing. A true and correct copy of each contract shall be filed by the professional fund raiser or commercial co-venturer with the Attorney General within 10 days after it is executed."" Alabama Code § 13A-9-71 (i)",,,,,,,,,,"AL-FNDRAZE-CNTRCT-NS",1,"46","44","id-al-046","id-44","Does the state require a copy of any contract between a charitable organization and a commercial fundraiser or fundraising counsel be filed with the regulator?","{SS}: 13A-9-71"
"AL-FNDRAZE-ANNUAL-NS-001","Alabama","AL","AF","Yes",1,1,1,7,42,"FNDRAZE","Oversight of professional fundraisers","ANNUAL","Does the state require annual financial reporting by commercial fundraisers?","REQMNT","requirement","NS","Not Specific","AL Code § 13A-9-71",,"Code","no",,"{SS}: 13A-9-71","{SS}: 13A-9-71","",,"Anyone required to register must submit financial statement, and all contracts between fundraisers and organizations must be filed with the Attorney General: Alabama Code § 13A-9-71",,,,,,,,,,"AL-FNDRAZE-ANNUAL-NS",1,"47","45","id-al-047","id-45","Does the state require annual financial reporting by commercial fundraisers?","{SS}: 13A-9-71"
"AL-REPORTS-FINANC-NS-001","Alabama","AL","RG","No",1,1,1,7,42,"REPORTS","Notice, Filing or Review of Transactions","FINANC","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?","REQMNT","requirement","NS","Not Specific","AL Code § 13A-9-71",,"Code","no",,"{SS}: 13A-9-71","{SS}: 13A-9-71","",,"Financial Statement or 990: Alabama Code § 13A-9-71",,,,,,,,,,"AL-REPORTS-FINANC-NS",1,"48","46","id-al-048","id-46","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?","{SS}: 13A-9-71"
"AL-FNDRAZE-BONDNG-NS-001","Alabama","AL","BO","Yes",1,1,1,7,42,"FNDRAZE","Oversight of professional fundraisers","BONDNG","Does the state require bonding of professional fundraisers?","REQMNT","requirement","NS","Not Specific","AL Code § 13A-9-71",,"Code","no",,"{SS}: 13A-9-71","{SS}: 13A-9-71","",,"At the time of application for registration the professional fundraiser or commercial fundraiser shall file with, and have approved by, the Attorney General a bond in the amount of ten thousand dollars ($10,000.00) with one or more sureties. AL ST § 13A-9-71 (h) (1)",,,,,,,,,,"AL-FNDRAZE-BONDNG-NS",1,"49","47","id-al-049","id-47","Does the state require bonding of professional fundraisers?","{SS}: 13A-9-71"
"AK-BIFURCD-BIFURC-NS-001","Alaska","AK","BF","No",1,2,2,3,45,"BIFURCD","Bifurcation of charitable regulatory body","BIFURC","Bifurcated Regulatory Structure","REQMNT","requirement","NS","Not Specific","AK Code § 45.68.010",,"Code","no",,"{SS}: 45.68.010","{SS}: 45.68.010","",,"No - Alaska Statutes § 45.68.010 et seq. and 9 Alaska Administrative Code § 12.010",,,,,,,,,,"AK-BIFURCD-BIFURC-NS",1,"1","51","id-al-001","id-51","Bifurcated","{SS}: 45.68.010"
"AK-BIFURCD-BIFURC-NS-002","Alaska","AK","BF","No",1,2,2,3,45,"BIFURCD","Bifurcation of charitable regulatory body","BIFURC","Bifurcated Regulatory Structure","REQMNT","requirement","NS","Not Specific","AK Code § 12.010",,"Code","no",,"{SS}: 12.010","{SS}: 12.010","",,"No - Alaska Statutes § 45.68.010 et seq. and 9 Alaska Administrative Code § 12.010",,,,,,,,,,"AK-BIFURCD-BIFURC-NS",2,"1","52","id-al-002","id-52","Bifurcated","{SS}: 12.010"
"AK-BIFURCD-REGIOF-NS-001","Alaska","AK","RE",,1,1,1,3,45,"BIFURCD","Bifurcation of charitable regulatory body","REGIOF","Registration Office","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"Alaska Department of Law - Attorney General's Office http://www.law.alaska.gov/department/civil/consumer/charityreg.html",,,,,,,,,,"AK-BIFURCD-REGIOF-NS",1,"2","53","id-al-003","id-53","Registration Office",""
"AK-REPORTS-ASSETS-AG-001","Alaska","AK","SA","No",1,1,2,7,45,"REPORTS","Notice, Filing or Review of Transactions","ASSETS","Sale of Assets","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-REPORTS-ASSETS-AG",1,"3","54","id-al-004","id-54","Sale of Assets - AG",""
"AK-REPORTS-ASSETS-OT-001","Alaska","AK","SA","No",1,1,2,7,45,"REPORTS","Notice, Filing or Review of Transactions","ASSETS","Sale of Assets","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-REPORTS-ASSETS-OT",1,"4","55","id-al-005","id-55","Sale of Assets - Other",""
"AK-REPORTS-MERGER-AG-001","Alaska","AK","MG","No",1,1,2,7,45,"REPORTS","Notice, Filing or Review of Transactions","MERGER","Mergers","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-REPORTS-MERGER-AG",1,"5","56","id-al-006","id-56","Mergers - AG",""
"AK-REPORTS-MERGER-OT-001","Alaska","AK","MG","Yes",1,1,2,7,45,"REPORTS","Notice, Filing or Review of Transactions","MERGER","Mergers","REQMNT","requirement","OT","Other","AK Code § 10.20.256","alaska","Code","no",,"{SS}: 10.20.256","{SS}: 10.20.256","{SS}: 10.20.256","(a) Duplicate originals of the articles of merger or articles of consolidation shall be delivered to the commissioner. Upon finding that the articles conform to law, the commissioner shall, when all fees prescribed in this chapter have been paid, (1) endorse on each duplicate original the word ifiled,i and the date of the filing; (2) file one duplicate original in the commissioner's office; (3) issue a certificate of merger or a certificate of consolidation and affix the other duplicate original to it. (b) The certificate of merger or certificate of consolidation, together with the duplicate original of the articles of merger or articles of consolidation affixed shall be returned to the surviving or new corporation or its representative.","Filing with Commissioner of Commerce AS § 10.20.256",,,,,,,,,,"AK-REPORTS-MERGER-OT",1,"6","57","id-al-007","id-57","Mergers - Other","{SS}: 10.20.256 ;; {SS}: 10.20.256"
"AK-REPORTS-AMMEND-AG-001","Alaska","AK","CA","No",1,1,2,7,45,"REPORTS","Notice, Filing or Review of Transactions","AMMEND","Certificate of Amendments","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-REPORTS-AMMEND-AG",1,"7","58","id-al-008","id-58","Certificate of Amendments - AG",""
"AK-REPORTS-AMMEND-OT-001","Alaska","AK","CA","Yes",1,1,2,7,45,"REPORTS","Notice, Filing or Review of Transactions","AMMEND","Certificate of Amendments","REQMNT","requirement","OT","Other","AK Code § 10.20.186","alaska","Code","no",,"{SS}: 10.20.186","{SS}: 10.20.186","{SS}: 10.20.186","(a) Duplicate originals of the articles of amendment shall be delivered to the commissioner. Upon finding that the articles of amendment conform to law, the commissioner shall, when all fees prescribed in this chapter have been paid, (1) endorse on each duplicate original the word ifiled,i and the date of the filing; (2) file one duplicate original in the commissioner's office; (3) issue a certificate of amendment and affix the other duplicate original to it. (b) The certificate of amendment, together with the duplicate original of the articles of amendment affixed by the commissioner, shall be returned to the corporation or its representative.","Filed with Commissioner [AS § 10.20.186]",,,,,,,,,,"AK-REPORTS-AMMEND-OT",1,"8","59","id-al-009","id-59","Certificate of Amendments - Other","{SS}: 10.20.186 ;; {SS}: 10.20.186"
"AK-DISSOLV-VOLUNT-AG-001","Alaska","AK","VD","No",1,1,2,7,45,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-DISSOLV-VOLUNT-AG",1,"9","60","id-al-010","id-60","Voluntary Dissolutions - AG",""
"AK-DISSOLV-VOLUNT-OT-001","Alaska","AK","VD","Yes",1,1,2,7,45,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","OT","Other","AK Code § 10.20.315","alaska","Code","no",,"{SS}: 10.20.315","{SS}: 10.20.315","{SS}: 10.20.315","(a) Duplicate originals of the articles of dissolution shall be delivered to the commissioner. Upon finding that the articles of dissolution conform to law, the commissioner shall, when all fees prescribed by this chapter have been paid: (1) endorse on each of the duplicate originals the word ifiled,i and the date of the filing; (2) file one of the duplicate originals in the commissioner's office; (3) issue a certificate of dissolution and affix the other duplicate original to it. (b) The certificate of dissolution, together with the duplicate original of the articles of dissolution affixed shall be returned to the representative of the dissolved corporation.","Filed with Commissioner [AS § 10.20.315]",,,,,,,,,,"AK-DISSOLV-VOLUNT-OT",1,"10","61","id-al-011","id-61","Voluntary Dissolutions - Other","{SS}: 10.20.315 ;; {SS}: 10.20.315"
"AK-DISSOLV-JUDICI-AG-001","Alaska","AK","JD","No",1,1,3,7,45,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-DISSOLV-JUDICI-AG",1,"11","62","id-al-012","id-62","Judicial Dissolutions - AG",""
"AK-DISSOLV-JUDICI-OT-001","Alaska","AK","JD","Yes",1,2,3,7,45,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","OT","Other","AK Code § 10.20.440","alaska","Code","no",,"{SS}: 10.20.440","{SS}: 10.20.440","{SS}: 10.20.440","If the court enters a decree dissolving a corporation, the clerk of the court shall file a certified copy of the decree with the commissioner. A fee may not be charged for this filing.","Court - AS § 10.20.440; Filing with Comissioner - AS § 10.20.440",,,,,,,,,,"AK-DISSOLV-JUDICI-OT",1,"12","63","id-al-013","id-63","Judicial Dissolutions - Other","{SS}: 10.20.440 ;; {SS}: 10.20.440"
"AK-DISSOLV-JUDICI-OT-002","Alaska","AK","JD","Yes",1,2,3,7,45,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","OT","Other","AK Code § 10.20.440","alaska","Code","no",,"{SS}: 10.20.440","{SS}: 10.20.440","{SS}: 10.20.440","If the court enters a decree dissolving a corporation, the clerk of the court shall file a certified copy of the decree with the commissioner. A fee may not be charged for this filing.","Court - AS § 10.20.440; Filing with Comissioner - AS § 10.20.440",,,,,,,,,,"AK-DISSOLV-JUDICI-OT",2,"12","64","id-al-014","id-64","Judicial Dissolutions - Other","{SS}: 10.20.440 ;; {SS}: 10.20.440"
"AK-DISSOLV-ADMINI-AG-001","Alaska","AK","AD","No",1,1,2,7,45,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-DISSOLV-ADMINI-AG",1,"13","65","id-al-015","id-65","Administrative Dissolutions - AG",""
"AK-DISSOLV-ADMINI-OT-001","Alaska","AK","AD","Yes",1,1,2,7,45,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","OT","Other","AK Code § 10.20.335","alaska","Code","no",,"{SS}: 10.20.335","{SS}: 10.20.335","{SS}: 10.20.335","When the commissioner determines that a corporation has given any cause for involuntary dissolution, the commissioner shall mail to the corporation a notice, setting out the grounds for involuntary dissolution, 60 days before a certificate of dissolution is issued. The commissioner shall mail the notice and any subsequent certificate of dissolution in the same manner as required for notices and certificates of involuntary dissolution under AS 10.06.633(i).","Dept. of Corp. - Done by Commissioner) [AS § 10.20.335",,,,,,,,,,"AK-DISSOLV-ADMINI-OT",1,"14","66","id-al-016","id-66","Administrative Dissolutions - Other","{SS}: 10.20.335 ;; {SS}: 10.20.335"
"AK-HOSPCON-STATUT-NS-001","Alaska","AK","HS","No",1,1,1,1,45,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","STATUT","Has Statute","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-HOSPCON-STATUT-NS",1,"15","67","id-al-017","id-67","Has Statute",""
"AK-HOSPCON-OVERSI-AG-000","Alaska","AK","NO",,0,0,0,1,45,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","OVERSI","Requires Notice or Oversight","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,,,,,,,,,,,"AK-HOSPCON-OVERSI-AG",0,"16","68","id-al-018","id-68","Requires Notice or Oversight by AG",""
"AK-HOSPCON-OVERSI-OT-000","Alaska","AK","NO",,0,0,0,1,45,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","OVERSI","Requires Notice or Oversight","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,,,,,,,,,,,"AK-HOSPCON-OVERSI-OT",0,"17","69","id-al-019","id-69","Requires Notice or Oversight by Other",""
"AK-HOSPCON-FILING-OT-000","Alaska","AK","RF",,0,0,0,1,45,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","FILING","Requires Filing","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,,,,,,,,,,,"AK-HOSPCON-FILING-OT",0,"18","70","id-al-020","id-70","Requires Filing - Other",""
"AK-AUDITFI-AUDITS-NS-001","Alaska","AK","RA","No",1,1,1,1,45,"AUDITFI","Audits","AUDITS","Requires Audit","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"No",,,,,,,,,,"AK-AUDITFI-AUDITS-NS",1,"19","71","id-al-021","id-71","Requires Audit",""
"AK-AUDITFI-THRESH-NS-000","Alaska","AK","AT",,0,0,0,1,45,"AUDITFI","Audits","THRESH","Audit Threshold","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,,,,,,,,,,,"AK-AUDITFI-THRESH-NS",0,"20","72","id-al-022","id-72","Audit Threshold",""
"AK-REGILAW-REGIST-NS-001","Alaska","AK","RL","Yes",1,1,1,1,45,"REGILAW","Registration Law","REGIST","Registration Law","EXMPTN","exemption","NS","Not Specific","AK Code § 45.68.010",,"Code","no",,"{SS}: 45.68.010","{SS}: 45.68.010","",,"AS § 45.68.010 et seq.",,,,,,,,,,"AK-REGILAW-REGIST-NS",1,"21","73","id-al-023","id-73","Registration Law","{SS}: 45.68.010"
"AK-ORGTYPE-RELIGI-NS-001","Alaska","AK","RO","Yes",1,1,1,15,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","RELIGI","Religious Organizations","EXMPTN","exemption","NS","Not Specific","AK Code § 45.68.120(a)(1)",,"Code","no",,"{SS}: 45.68.120(a)(1)","{SS}: 45.68.120(a)(1)","",,"AS § 45.68.120(a)(1)",,,,,,,,,,"AK-ORGTYPE-RELIGI-NS",1,"22","74","id-al-024","id-74","Religious Organizations","{SS}: 45.68.120(a)(1)"
"AK-ORGTYPE-SMALLO-NS-001","Alaska","AK","SO","Yes",1,1,1,15,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","SMALLO","Small organizations","EXMPTN","exemption","NS","Not Specific","AK Code § 45.68.120(a)(3)",,"Code","no",,"{SS}: 45.68.120(a)(3)","{SS}: 45.68.120(a)(3)","",,"AS § 45.68.120(a)(3) ($5k OR 10 contributors)",,,,,,,,,,"AK-ORGTYPE-SMALLO-NS",1,"23","75","id-al-025","id-75","Small organizations","{SS}: 45.68.120(a)(3)"
"AK-ORGTYPE-EDUCAT-NS-001","Alaska","AK","EI","No",1,1,1,15,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","EDUCAT","Educational Institutions","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"AK-ORGTYPE-EDUCAT-NS",1,"24","76","id-al-026","id-76","Educational Institutions",""
"AK-ORGTYPE-GOVMNT-NS-001","Alaska","AK","GO","No",1,1,1,15,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","GOVMNT","Governmental Organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"AK-ORGTYPE-GOVMNT-NS",1,"25","77","id-al-027","id-77","Governmental Organizations",""
"AK-ORGTYPE-HOSPIT-NS-001","Alaska","AK","HO","No",1,1,1,15,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","HOSPIT","Hospitals","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"AK-ORGTYPE-HOSPIT-NS",1,"26","78","id-al-028","id-78","Hospitals",""
"AK-ORGTYPE-VETERA-NS-001","Alaska","AK","VO","No",1,1,1,15,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","VETERA","Veterans organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"AK-ORGTYPE-VETERA-NS",1,"27","79","id-al-029","id-79","Veterans organizations",""
"AK-ORGTYPE-FNDYES-NS-001","Alaska","AK","FD","No",1,1,1,15,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","FNDYES","Foundations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"AK-ORGTYPE-FNDYES-NS",1,"28","80","id-al-030","id-80","Foundations",""
"AK-ORGTYPE-FNDNOS-NS-001","Alaska","AK","FS","No",1,1,1,15,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","FNDNOS","Foundations that don't solicit contributions","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"AK-ORGTYPE-FNDNOS-NS",1,"29","81","id-al-031","id-81","Foundations that don't solicit contributions",""
